id,created_at,text,sentiment,predicted_companies,valid_companies,invalid_companies
666246,2020-06-26 20:27:31+00:00,Facebook Analyst Says Verizon Boycott Increases Risk Of 'Snowball Effect' $VZ $FB https://t.co/QORa8ybzrn via @benzinga,,VRSN;VTRS;ROL;UBER;TFC;IFF;WELL;BBY;OMC;KO,,VRSN;VTRS;ROL;UBER;TFC;IFF;WELL;BBY;OMC;KO
429534,2020-06-05 11:40:38+00:00,"Mean RSI 14D over 2.164 US stocks &gt; 1 bn $ Market Cap. 

$SPX $SPY $ES $ES_F $QQQ $DJI $NDX https://t.co/gFBkKxi0Zk",,VICI;CCI;EQR;OKE;MOS;CNP;DPZ;VLTO;IVZ;PEG,,VICI;CCI;EQR;OKE;MOS;CNP;DPZ;VLTO;IVZ;PEG
295001,2020-05-06 16:28:47+00:00,RT @paul_dobson: Emerging-Market Watchers Say Another Sell-Off Is Approaching: https://t.co/TnsIImTabJ via @markets #EMsurvey #bonds #forex…,,VRSN;AVB;VTRS;OMC;VICI;IRM;KO;TFC;CCI;BLK,,VRSN;AVB;VTRS;OMC;VICI;IRM;KO;TFC;CCI;BLK
380698,2020-06-01 02:03:32+00:00,RT @tgara_f: Time to take profit in #es_f 3045 🙌 $spy $uvxy $amzn $aapl $tsla $uvxy #markets #economy #dollar if it’s falls will reload in…,,VICI;CI;PAYX;MDLZ;BLK;CCI;AVB;VTRS;BRK.B;OMC,,VICI;CI;PAYX;MDLZ;BLK;CCI;AVB;VTRS;BRK.B;OMC
430550,2020-06-05 08:56:18+00:00,RT @SaharasCharts: ... $SPX - Totally ignoring yesterdays 'Inside Day' 'Hanging Man' Candle... https://t.co/RflksZHfig,,IFF;TFC;ESS;VRSN;PSA;TROW;IRM;LKQ;PTC;ITW,,IFF;TFC;ESS;VRSN;PSA;TROW;IRM;LKQ;PTC;ITW
760242,2020-07-03 19:44:15+00:00,"A Beginner’s Guide to Stock Investing. 

On Amazon. 

Link: https://t.co/Nm3L7G4Zzw 

$CWH $PBR $HDP $XENT $DNB $LOW $KR $KHC $KMI $CGC $CROX $CELG $TGT $CVX $IRM $VIPS $VIAV $CF $ETSY $DCT $WPZ $MLCO $AGO $XOM $OPK $AMD $BP $RCL $CSCO $LB $MU $ASML $TSM $TXN $ATVI $ABEV $JD https://t.co/8t2xZApBTY",,IVZ;MDLZ;CINF;PAYX;AVB;VICI;BLK;OMC;VLTO;TROW,,IVZ;MDLZ;CINF;PAYX;AVB;VICI;BLK;OMC;VLTO;TROW
797653,2020-07-07 15:14:32+00:00,$FB all time highs... I guess shareholders will worry about reality some other time! 🎰🇺🇸 https://t.co/wIg9SKvnzn,,VRSN;KO;DVN;WELL;BRK.B;FANG;ROL;NFLX;OMC;DOW,,VRSN;KO;DVN;WELL;BRK.B;FANG;ROL;NFLX;OMC;DOW
514864,2020-06-14 22:50:06+00:00,🤑 #freemoney #cashappflip #stocks #TwitterPhilanthropy #cashapp drop you cashapp https://t.co/jCK5pI9NWg,,AVB;VICI;TFC;IRM;CCI;IVZ;BLK;MDLZ;TROW;BRK.B,,AVB;VICI;TFC;IRM;CCI;IVZ;BLK;MDLZ;TROW;BRK.B
604656,2020-06-22 22:23:25+00:00,"Good article on Aurora #potjock #CannabisCommunity #Mmemberville #420community #stocks #potstocks 

Aurora Cannabis: Expect Downside https://t.co/TPDDMYW0Gv",,AVB;IRM;VTRS;TFC;UNH;VLTO;ABT;CCI;DHI;IFF,,AVB;IRM;VTRS;TFC;UNH;VLTO;ABT;CCI;DHI;IFF
672140,2020-06-26 15:46:31+00:00,$SPX and $ES_F Both popgun formation at the 15 minutes! @commandenteSD @VictorZubarev @vxx46  @3Clicksinvest @BennMaldonado,,AVB;VICI;VTR;CCI;BLK;ESS;VTRS;OMC;BSX;ABT,,AVB;VICI;VTR;CCI;BLK;ESS;VTRS;OMC;BSX;ABT
71955,2020-04-15 13:05:02+00:00,"I should be able to get out remaining $NFLX, $SPY and $AAPL puts this AM... No greed #MM",,MDLZ;KO;VICI;PAYX;DPZ;CI;CCI;CHD;VTRS;BRK.B,,MDLZ;KO;VICI;PAYX;DPZ;CI;CCI;CHD;VTRS;BRK.B
643758,2020-06-24 13:39:58+00:00,"RT @Ultra_Calls: $JAKK WILL EASILY GO $2-3 in a matter of time. Patience is KEY 🔑 here. 

$DIS + $EA affiliation",,AME;GD;UBER;MCD;V;LKQ;ALGN;ITW;PAYX;TRMB,,AME;GD;UBER;MCD;V;LKQ;ALGN;ITW;PAYX;TRMB
758920,2020-07-02 00:30:02+00:00,"$eth We have detected a noticeable rise in the Zeitgeist for Ethan Allen Interiors Inc. at  https://t.co/TPxwjq4L6R
Visit DataSwarm Markets for more information
#STOCKS #NYSE
DataSwarm ref: 103499",,TFC;BRK.B;PNW;TROW;ABT;UNH;OMC;MDLZ;VRSN;PEG,,TFC;BRK.B;PNW;TROW;ABT;UNH;OMC;MDLZ;VRSN;PEG
821599,2020-07-08 00:26:51+00:00,Diversify? Almost half of Warren Buffett’s Berkshire Hathaway portfolio comprises a single stock $BRK.A $BRK.B $AAPL https://t.co/KQbiR0iNJL,,AVB;VICI;MDLZ;BRK.B;BLK;VTR;ESS;CINF;CCI;EQR,BRK.B,AVB;VICI;MDLZ;BLK;VTR;ESS;CINF;CCI;EQR
667535,2020-06-26 19:21:27+00:00,"RT @jowens510: Remember when Mark Zuckerberg went on Fox News and criticized Twitter adding warnings to Trump's tweets?
https://t.co/hGBjTi…",,IFF;BRK.B;AVB;ESS;OMC;IRM;TFC;TROW;KO;NFLX,,IFF;BRK.B;AVB;ESS;OMC;IRM;TFC;TROW;KO;NFLX
481989,2020-06-10 16:23:01+00:00,S&amp;P 500 Correction Overdue: Here’s An Elliott Wave Roadmap - https://t.co/dbcsDEwS35  research by @TradingOnMark $SPY $SPX,,VTRS;IFF;VRSN;TROW;TFC;IVZ;HPQ;OMC;AVB;DOW,,VTRS;IFF;VRSN;TROW;TFC;IVZ;HPQ;OMC;AVB;DOW
145700,2020-04-21 13:02:53+00:00,"$ADMP Adamis Pharmaceuticals Announces Production of Additional Drugs by its US Compounding Subsidiary to Aid in the COVID-19 Pandemic

#daytrading #stocks #pennystocks",,LLY;UNH;VTRS;ESS;BSX;TMO;PAYX;DOW;ABT;WELL,,LLY;UNH;VTRS;ESS;BSX;TMO;PAYX;DOW;ABT;WELL
427985,2020-06-05 13:24:12+00:00,Jobs -- better than expected... $SPX ( $SPY $DJIA $NASDAQ) likely to continue with momentum toward the next resistance in the 3240 area:  $SPX daily chart: https://t.co/ioJLridoOw,,V;IRM;TROW;VTRS;BBY;PTC;IFF;GD;AVY;LH,,V;IRM;TROW;VTRS;BBY;PTC;IFF;GD;AVY;LH
551670,2020-06-17 19:41:03+00:00,RT @Sector_Reports: Quarterly Performance: $BCOM $UONE $MYT https://t.co/bzqOBdzyVD #NASDAQ #NYSE #STOCKS,,VICI;IVZ;PEG;CINF;OMC;CNP;AVB;MDLZ;PNW;UNH,,VICI;IVZ;PEG;CINF;OMC;CNP;AVB;MDLZ;PNW;UNH
902216,2020-07-14 11:23:53+00:00,RT @XGemTrader: Today's opening in the $SPX futures should be interesting @AndrewThrasher @GuyAdami @elerianm @Fxflow @ReformedBroker @Jack…,,V;CCI;IFF;TFC;VICI;VTRS;IRM;AVB;KO;RL,,V;CCI;IFF;TFC;VICI;VTRS;IRM;AVB;KO;RL
98555,2020-04-17 16:27:07+00:00,I mean people are already front-running autonomous cars (Tesla) that’s at least a full decade out from widespread adoption. Why is the market not front running something so obvious within 3-4 months? Oh logic! $tsla $xom $uso,,BRK.B;BLK;UBER;AVB;VICI;WELL;MDLZ;TXT;PAYX;ESS,,BRK.B;BLK;UBER;AVB;VICI;WELL;MDLZ;TXT;PAYX;ESS
251332,2020-04-29 11:11:39+00:00,"4/28/2020

Day Trading Results
$200,820
 
$100K to $300K+
your Income Potential

About
Losing (Problems) – Winning (Solutions)
https://t.co/dICnJkSovK

Stocks (Day):
$TMO $NFLX $W $ENPN
$BYND $ILMNN $BPNC
$Ctas $TVLX $AAPL $TSLS

24 Trades 16 Wins, 2 Losses,
6 Break-Evens https://t.co/pHreVZSixi",,VICI;CNP;FANG;AVB;CINF;CI;BLK;MDLZ;PNW;OMC,,VICI;CNP;FANG;AVB;CINF;CI;BLK;MDLZ;PNW;OMC
807228,2020-07-08 21:48:49+00:00,"Insider Selling: Semtech Co. $SMTC EVP Sells 6,000 Shares of Stock https://t.co/8UI8kIYcJ8 #stocks",,AVB;ABT;PNW;ESS;VICI;UNH;CCI;VLTO;WEC;PAYX,,AVB;ABT;PNW;ESS;VICI;UNH;CCI;VLTO;WEC;PAYX
128786,2020-04-20 16:35:44+00:00,"$AMZN also had about $25 billion in revenue in 2010, vs. $SHOP $2 billion this year.",,OMC;UNH;BRK.B;TXT;VICI;MDLZ;CHD;VLTO;BLK;WMT,,OMC;UNH;BRK.B;TXT;VICI;MDLZ;CHD;VLTO;BLK;WMT
681519,2020-06-27 20:18:05+00:00,RT @UnicornTrading1: UTE room jumping with the hottest $JCPNQ DD you can find. We’ve uncovered everything for you to make a safe investment…,,IFF;BBY;TFC;CMG;ITW;UBER;LKQ;VTRS;SMCI;PTC,,IFF;BBY;TFC;CMG;ITW;UBER;LKQ;VTRS;SMCI;PTC
695265,2020-06-28 00:25:15+00:00,"RT @DB868: $EXPE 40% discount 
$GPS 35% discount 
$XOM 30% discount 
$GM 40% discount 
$HAL 45% discount 
$M 50% discount 
$MGM 40% discoun…",,VICI;BLK;AVB;CI;PNW;DOW;CINF;MDLZ;PEG;PAYX,,VICI;BLK;AVB;CI;PNW;DOW;CINF;MDLZ;PEG;PAYX
154543,2020-04-22 18:38:40+00:00,Scaled 80% of my position here .71 risk free into close.  $SPY $SPX @OracleInvestLLC https://t.co/uug7lRTAVC,,AVB;VRSN;ESS;VICI;TFC;TROW;OMC;VTRS;IFF;PSA,,AVB;VRSN;ESS;VICI;TFC;TROW;OMC;VTRS;IFF;PSA
80235,2020-04-16 21:12:50+00:00,"#remdesivir #coroanvirus 
@jimcramer @ReformedBroker #foxnewa #tucker #SPX500
NEW:  this is Huge News:
Monster #remdesivir news! Futures up already for broader markets! I think China killed the Gilead trials because they don't want a US company to be hero
https://t.co/Cki54N83KY",,IFF;AVB;VTRS;BSX;TMO;TFC;BRK.B;TROW;UBER;PAYX,,IFF;AVB;VTRS;BSX;TMO;TFC;BRK.B;TROW;UBER;PAYX
437646,2020-06-06 08:38:47+00:00,"$FB in Uptrend: 50-day Moving Average moved above 200-day Moving Average on June 3, 2020. View odds for this and other indicators: https://t.co/YMxebICsxd #FacebookIncOrdinaryShares #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/7dXw4FAceo",,IRM;VTRS;VICI;AVB;CCI;UNH;ESS;PNW;MDLZ;ABT,,IRM;VTRS;VICI;AVB;CCI;UNH;ESS;PNW;MDLZ;ABT
82295,2020-04-16 18:40:50+00:00,$spy $gspc $aapl $nflx $goog $tsla Chevron sells $1.6 billion in assets overseas  https://t.co/bn5pe0nsIR,,VICI;CNP;AVB;CCI;OMC;MDLZ;PNW;FANG;PEG;BLK,,VICI;CNP;AVB;CCI;OMC;MDLZ;PNW;FANG;PEG;BLK
225078,2020-04-28 21:09:49+00:00,#MarketOvertime ⏩ Phil Blancato shares his market outlook and stock picks with @NPetallides. 📊 $CL $MSFT $COST $MAR https://t.co/DXX9XoRot8,,OMC;VICI;TROW;DHI;VTRS;AVB;TFC;IVZ;BRK.B;UNH,,OMC;VICI;TROW;DHI;VTRS;AVB;TFC;IVZ;BRK.B;UNH
701843,2020-06-29 16:47:40+00:00,"$JPM #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/I8hjTlmPov
https://t.co/cD0gl6MS0t https://t.co/ZW7xWHujW0",,AVB;VICI;CCI;OMC;PNW;VTRS;ABT;TFC;UNH;BLK,,AVB;VICI;CCI;OMC;PNW;VTRS;ABT;TFC;UNH;BLK
522877,2020-06-15 20:10:26+00:00,"$FB           +1.71%
$PINS       +1.24%
$SNAP      +2.87%

#socialmedia #ecommerce derivative plays",,V;VTRS;VICI;MDLZ;LLY;PAYX;UNH;TRMB;PEG;MTCH,,V;VTRS;VICI;MDLZ;LLY;PAYX;UNH;TRMB;PEG;MTCH
145544,2020-04-21 13:12:57+00:00,Beyond the Negative Headlines: Oil Prices Aren't What They Seem @themotleyfool #stocks $CLR $COP https://t.co/j1MrSclpTK,,IVZ;BRK.B;MDLZ;AVB;CINF;ROL;VICI;BLK;TRMB;NVR,,IVZ;BRK.B;MDLZ;AVB;CINF;ROL;VICI;BLK;TRMB;NVR
530010,2020-06-15 12:49:08+00:00,"RT @tradertvshawn: Just a little #mondaymotivation here

also follow me on INSTAGRAM https://t.co/W7VceLOUoc

$htz $shop $dis $mrna $ccl $a…",,AVB;VICI;TFC;VTR;CCI;VRSN;BSX;ALGN;PAYX;PSA,,AVB;VICI;TFC;VTR;CCI;VRSN;BSX;ALGN;PAYX;PSA
832693,2020-07-09 12:34:41+00:00,RT @jimbob4stocks: $MSFT at $215 now.  Huge gains to come,,V;GD;QCOM;BBY;KEYS;TROW;VTRS;PTC;IFF;AME,,V;GD;QCOM;BBY;KEYS;TROW;VTRS;PTC;IFF;AME
829297,2020-07-09 15:17:04+00:00,RT @moneycontrolcom: #MarketsWithMC | It is the last day of the week and it does look like bulls will remain in control for the 5th consecu…,,BRK.B;KO;OMC;NVR;DVN;AVB;ROL;PCG;VTRS;TROW,,BRK.B;KO;OMC;NVR;DVN;AVB;ROL;PCG;VTRS;TROW
446683,2020-06-08 23:32:33+00:00,$UNG https://t.co/ZTIcvYqTx7 Pot. cont. Downtrend LONGERTERM Wly-Dly-Hly combo chart #Natgas #Stocks https://t.co/dim0E5G2JH,,CCI;VICI;TFC;PNW;VTRS;AVB;PAYX;MTCH;IVZ;VLTO,,CCI;VICI;TFC;PNW;VTRS;AVB;PAYX;MTCH;IVZ;VLTO
352195,2020-05-29 17:28:55+00:00,"RT @HenrikZeberg: Month coming to an end today! Important! #SP500, #Gold, #Silver #EURUSD #AUDUSD #Bitcoin #Treasuries etc. I will be going…",,OMC;AVB;TFC;CCI;MDLZ;VTRS;APA;DPZ;ABT;VICI,,OMC;AVB;TFC;CCI;MDLZ;VTRS;APA;DPZ;ABT;VICI
748963,2020-07-02 17:31:31+00:00,"$DLPN 1.05 BREAKOUT Target $2.40 $GNUS #Stocks #Bullish #Trading #Finance #StockMarket #Investment #Million #Daytrading #like #Instadaily #Invest  #Instagood #SwingTrading #takeprofit #Watchlist #Premarket #Trader #Trading #Money #business #entrepreneur 

https://t.co/rNi5STV5Dq",,OMC;BLK;TROW;SNPS;VTRS;TFC;DHI;UNH;PAYX;CCI,,OMC;BLK;TROW;SNPS;VTRS;TFC;DHI;UNH;PAYX;CCI
3983,2020-04-09 17:47:43+00:00,$AAPL still the biggest POS stock ever for trading,,MCD;UBER;BBY;GD;ROL;AME;BRK.B;AZO;PCG;KO,,MCD;UBER;BBY;GD;ROL;AME;BRK.B;AZO;PCG;KO
583697,2020-06-19 15:22:56+00:00,sp500 fut ... https://t.co/tKlE8y2YuT,,VRSN;AVB;VICI;VTRS;ESS;CCI;TFC;SNPS;PAYX;MTCH,,VRSN;AVB;VICI;VTRS;ESS;CCI;TFC;SNPS;PAYX;MTCH
490744,2020-06-10 02:25:52+00:00,"Top alerts form today, I did play AMD since yesterday based on a lot of insider buying article I read in BBOX news Source: https://t.co/djdCJyCpJE So tickers are $amd $CLDR $FEYE $AAPL  $TSLA  All were calls! Good luck trading tomorrow https://t.co/grSmfXkfop",,AVB;TROW;VICI;BRK.B;DHI;OMC;TFC;MDLZ;BLK;IVZ,,AVB;TROW;VICI;BRK.B;DHI;OMC;TFC;MDLZ;BLK;IVZ
230372,2020-04-28 14:48:34+00:00,@LimitlessT1 Any $amzn $googl put plays ?,,PAYX;VICI;FANG;BLK;TROW;UBER;CI;AVB;MDLZ;CHD,,PAYX;VICI;FANG;BLK;TROW;UBER;CI;AVB;MDLZ;CHD
896599,2020-07-14 15:51:18+00:00,"$AMD PT raised and chart holding support. SL🛑 below $52 on volume. Oct and Jan 55C are doable. My small account ppl, Trick to Daytrade all you want is usr Webull ""CASH ACCOUNT"" here's the link https://t.co/xRU17dXc33
$STM $SPY $FB $TSLA $SQ $NKE $BYND $SPCE $ZM $F $V $MRNA $NVAX https://t.co/dK5etqDbta",,TROW;TFC;IFF;VTRS;AVB;OMC;VRSN;PNW;DPZ;DOW,,TROW;TFC;IFF;VTRS;AVB;OMC;VRSN;PNW;DPZ;DOW
593490,2020-06-20 17:14:56+00:00,RT @SeekingAlpha: $SUSL - SUSL Is A Good Option For People Seeking ESG Investing. https://t.co/v8btXQeuar #economy #markets #stocks,,VRSN;VTRS;ESS;TFC;V;LKQ;TROW;HPQ;GD;SNPS,,VRSN;VTRS;ESS;TFC;V;LKQ;TROW;HPQ;GD;SNPS
218105,2020-04-27 12:47:57+00:00,"RT @TicTocTick: Trade plan 4/27:

1. Lean on short side if any offers below 2824. Targets 2703.

2. Lean on longs as long as above 2824. Ta…",,VTRS;AVB;CCI;OMC;PAYX;TRMB;PNW;VICI;SNPS;CI,,VTRS;AVB;CCI;OMC;PAYX;TRMB;PNW;VICI;SNPS;CI
164091,2020-04-22 02:44:02+00:00,$FB - Facebook Takes $5.7 Billion Stake in India's Jio https://t.co/XlVvqDmuE2,,VICI;CCI;VTRS;AVB;FANG;VRSN;TRMB;VLTO;MTCH;OMC,,VICI;CCI;VTRS;AVB;FANG;VRSN;TRMB;VLTO;MTCH;OMC
490592,2020-06-10 02:47:06+00:00,"Report: Boeing Loses More MAX Orders, but Cargo Demand Is a Bright Spot @themotleyfool #stocks $BA https://t.co/SZf8prQXtv",,V;GD;VRSN;BBY;UBER;TROW;IRM;TFC;LKQ;AME,,V;GD;VRSN;BBY;UBER;TROW;IRM;TFC;LKQ;AME
287204,2020-05-05 07:56:23+00:00,"$GOOG #patent 10,639,792 Deep machine learning methods and apparatus for robotic grasping #tech #IP #research https://t.co/zHiLjeUBf9",,IRM;AVB;VTR;VICI;ESS;VRSN;CCI;DHI;VTRS;LLY,,IRM;AVB;VTR;VICI;ESS;VRSN;CCI;DHI;VTRS;LLY
476963,2020-06-10 21:09:39+00:00,"DOW 30 Stocks with the highest Price Range Ratio: $AAPL $MSFT $HD $NKE $UNH
https://t.co/PJbbHOd6m7 https://t.co/ljATeruCPO",,TROW;BRK.B;OMC;VICI;UNH;BLK;BBY;MDLZ;LEN;CCI,UNH,TROW;BRK.B;OMC;VICI;BLK;BBY;MDLZ;LEN;CCI
318233,2020-05-08 19:34:18+00:00,310 by Friday $aapl what the fuck did I say,,AVB;VICI;CI;DOW;PCG;WELL;BLK;CCI;BRK.B;PNW,,AVB;VICI;CI;DOW;PCG;WELL;BLK;CCI;BRK.B;PNW
333620,2020-05-09 04:08:20+00:00,"It's An #Allergan Under $200 Wrap Forever.
Thanks For Playing!
$aapl $amzn $agn $ba $brk $bhc $abbv $mrk $crm $cmg $dis $f $fb $ge $hlf $iep $ko $pep $ms $gs $wfc $jpm $bac $c $tst $wmt $tgt $kr $msft $nflx $mcd $qsr $googl $cat $shak $pfe $tsla $grub $yelp $uber $lyft $wynn $btc https://t.co/NXmcXWTLz9",,AVB;PAYX;VICI;BLK;CI;MDLZ;CINF;IVZ;OMC;TFC,,AVB;PAYX;VICI;BLK;CI;MDLZ;CINF;IVZ;OMC;TFC
462700,2020-06-09 19:28:05+00:00,"$BABA, $HUM, $APD, $TMO, $IAC, $AMGN, $AMZN, $NSC, $BIIB BuyToOpen AtTheMoney to Calls_For_Scalp_Very_Risky ($SL 20%).",,V;VTRS;TMO;TROW;VICI;UBER;BSX;OMC;MCD;SNPS,TMO,V;VTRS;TROW;VICI;UBER;BSX;OMC;MCD;SNPS
697166,2020-06-29 21:09:04+00:00,"😎 Most Popular Stocks 😎
🥇Apple Inc.
$AAPL » 361.78 🔼8.15▪️️2.3%
🥈https://t.co/YJ0zftNqcc Inc.
$AMZN » 2680.38 🔽12.49▪️️0.46%
🥉Tesla Inc
$TSLA » 1009.35 🔼49.61▪️️5.17%
Rankings ➡️ https://t.co/C9q72e2YxW
https://t.co/C9q72e2YxW",,VICI;EQR;AVB;MOS;OKE;CCI;DPZ;MDLZ;ED;PNW,,VICI;EQR;AVB;MOS;OKE;CCI;DPZ;MDLZ;ED;PNW
529519,2020-06-15 13:20:14+00:00,"RT @Intellivestings: #DailyGamePlan 6.15.20

Start the week with momentum

Make a plan 🗈

$FB $DOCU $DIS $MCD $TSLA $SPY https://t.co/c7DAq…",,VICI;AVB;OMC;CCI;VTRS;TRMB;BLK;PAYX;DPZ;KO,,VICI;AVB;OMC;CCI;VTRS;TRMB;BLK;PAYX;DPZ;KO
910806,2020-07-15 18:38:23+00:00,$UPS Names Angela Hwang former CIO of $PFE To Board Of Directors,,AVB;OMC;BLK;PNW;UNH;ESS;VICI;CCI;VTRS;APA,,AVB;OMC;BLK;PNW;UNH;ESS;VICI;CCI;VTRS;APA
25191,2020-04-11 07:11:16+00:00,3 Stocks to Buy and Hold for Decades - Motley Fool https://t.co/cJcR5np1Lb #stocks #news,,DHI;VICI;TROW;LEN;TFC;AVB;UNH;BRK.B;OMC;VRSN,,DHI;VICI;TROW;LEN;TFC;AVB;UNH;BRK.B;OMC;VRSN
280330,2020-05-05 18:38:02+00:00,RT @AdamMancini4: After a 80 point rally we're almost at my 2880 $SPX target and if long would lock in some gains. SPX once again used a 6%…,,VTRS;DOW;BSX;IFF;ITW;PNW;TRMB;TROW;TMO;OMC,,VTRS;DOW;BSX;IFF;ITW;PNW;TRMB;TROW;TMO;OMC
42089,2020-04-13 11:55:46+00:00,"RT @MertiumFin: Great Depression Economics 101: What Historical Numbers And Charts From The Great Depression Foretell... 
TY @HershShefrin…",,OMC;CHD;IFF;VTRS;TFC;BLK;DOW;BRK.B;PAYX;TROW,,OMC;CHD;IFF;VTRS;TFC;BLK;DOW;BRK.B;PAYX;TROW
388346,2020-06-02 13:35:36+00:00,"RT @mikeharrisNY: ""Thou shall not short riots"" #ES_F $SPX",,VICI;BLK;VTR;TROW;AVB;PAYX;CCI;TXT;TRMB;PSA,,VICI;BLK;VTR;TROW;AVB;PAYX;CCI;TXT;TRMB;PSA
440454,2020-06-07 21:07:54+00:00,"RT @Northst18363337: Gold - A drop to the moving average &amp; support zone on this chart is possible first (approx. $1600), but history shows…",,VTRS;IRM;DOW;DVN;BSX;CCI;EXE;PNW;AVB;BRK.B,,VTRS;IRM;DOW;DVN;BSX;CCI;EXE;PNW;AVB;BRK.B
96352,2020-04-17 19:09:40+00:00,"RT @carlquintanilla: (Bloomberg) -- JPMorgan Chase &amp; Co. has temporarily stopped accepting applications for home-equity lines of credit, ex…",,AVB;WELL;TFC;NVR;OMC;VICI;VTR;ESS;DHI;TRMB,,AVB;WELL;TFC;NVR;OMC;VICI;VTR;ESS;DHI;TRMB
605300,2020-06-22 21:24:02+00:00,"Millions Liquidated as Bitcoin Clears $9,600 on Back of S&amp;P 500 and DeFi https://t.co/8iQRCp7xY6",,CCI;VICI;DPZ;ABT;AVB;OKE;EQR;VTRS;PNW;VLTO,,CCI;VICI;DPZ;ABT;AVB;OKE;EQR;VTRS;PNW;VLTO
18822,2020-04-10 09:48:19+00:00,"RT @pennypirate88: Smart Money knows better, &amp; you can too.  Learn how to trade using Dark Pool levels &amp; watch this Video! 
#DarkPools #Ord…",,BBY;ALGN;V;IFF;TROW;TFC;UBER;LKQ;MCD;VRSN,,BBY;ALGN;V;IFF;TROW;TFC;UBER;LKQ;MCD;VRSN
806496,2020-07-08 23:00:49+00:00,"$MCHP #Microchip Technology #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/5JE2nlalc3 https://t.co/ZIItbqDaWw https://t.co/AdnOp9s2iT",,AVB;VICI;CCI;DHI;VTRS;OMC;UNH;PAYX;PNW;ABT,,AVB;VICI;CCI;DHI;VTRS;OMC;UNH;PAYX;PNW;ABT
575301,2020-06-18 02:54:22+00:00,"RT @Lakshmi_888: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RTY $RUT #DAX #FTSE $NQ #NQ

#TD No 3

Hence why sh1…",,VICI;IVZ;BLK;CCI;PNW;MDLZ;PEG;AVB;EQR;CINF,,VICI;IVZ;BLK;CCI;PNW;MDLZ;PEG;AVB;EQR;CINF
405440,2020-06-03 04:57:49+00:00,"RT @bsindia: Shares of Britannia Industries surged over 7% to hit a new high of Rs 3,704.55 apiece on #BSE, a day after the company reporte…",,GD;AME;V;UBER;BBY;LH;PTC;QCOM;ROL;CMG,,GD;AME;V;UBER;BBY;LH;PTC;QCOM;ROL;CMG
374068,2020-06-01 16:40:56+00:00,BUYER $PG CALL $124 June 12th @ .11,,HPQ;VICI;AVB;DPZ;CCI;ABT;PNW;UNH;VTRS;DHI,,HPQ;VICI;AVB;DPZ;CCI;ABT;PNW;UNH;VTRS;DHI
479700,2020-06-10 18:22:27+00:00,"RT @Logitechb1: IF YOU MISSED the 400%+ runner on $OMID don't miss the ACQUISITION NEWS COMING FOR $UPIN both low floats 🚀

#Stocks $dis $t…",,UBER;BRK.B;DOW;MDLZ;TXT;BLK;KO;OMC;CI;TRMB,,UBER;BRK.B;DOW;MDLZ;TXT;BLK;KO;OMC;CI;TRMB
933027,2020-07-16 13:15:27+00:00,"According to the Bureau of Economic Analysis, personal income fell 4.2% in May while personal consumption expenditures rose 8.2% by $994 billion.#economic #analysis #income #rural #fell #fall #rose #rise #bureau #consumption #accord #economy #finance #stocks #stockmarkets https://t.co/2BDBndn1xr",,TFC;PNW;OMC;UNH;VTRS;TROW;BEN;AVB;DOW;BLK,,TFC;PNW;OMC;UNH;VTRS;TROW;BEN;AVB;DOW;BLK
910270,2020-07-15 19:22:59+00:00,"@StockLizardKing Solid list, add $OSS to it. Medium/long hold. Partnerships with major names like $NVDA $LYFT $BA $AMD and $AAPL. Their AI on the Fly tech is the future and PCIe 4.0 module makes it all possible.",,V;PTC;UBER;BBY;INTC;GD;QCOM;AME;KEYS;TROW,,V;PTC;UBER;BBY;INTC;GD;QCOM;AME;KEYS;TROW
27620,2020-04-12 20:07:52+00:00,RT @GregaHorvatFX: SP500 recovering more than 50% of corona-decline . The important zone not so far away.  #fibonacci https://t.co/NVv2TdeW…,,VRSN;IRM;TFC;VTRS;AVB;ESS;ROL;TROW;WELL;LKQ,,VRSN;IRM;TFC;VTRS;AVB;ESS;ROL;TROW;WELL;LKQ
916657,2020-07-15 13:00:25+00:00,RT @MaxNisen: $UNH MLR for the second quarter was 70.2% (!!!!) compared to 83.1% last year. Margins/earnings from operations almost double…,,TROW;BBY;ITW;V;DHI;AME;LLY;BRK.B;LH;PG,,TROW;BBY;ITW;V;DHI;AME;LLY;BRK.B;LH;PG
666587,2020-06-26 20:06:45+00:00,Session ended with $SPX just barely staying above 3000. Looking forward to Sunday 6pm!,,DVN;FANG;DOW;EXE;IRM;PNW;OMC;BRK.B;UBER;VTRS,,DVN;FANG;DOW;EXE;IRM;PNW;OMC;BRK.B;UBER;VTRS
311682,2020-05-07 11:51:12+00:00,Equities Analysts Issue Forecasts for Epizyme Inc’s Q2 2020 Earnings $EPZM https://t.co/96n5FtfjKq #stocks,,CINF;AVB;VICI;IVZ;ESS;DHI;BRK.B;MDLZ;PEG;UNH,,CINF;AVB;VICI;IVZ;ESS;DHI;BRK.B;MDLZ;PEG;UNH
